timestamp,scroll_speed,swipe_count,touches_per_minute,session_duration,screen_on_off,active_app
2025-12-07 15:28:47.377872,0.2866772638216774,4,18.72392568999265,286.9180186713653,1,Instagram
2025-12-07 15:28:50.377872,0.5367909516340204,2,14.012557115698526,386.6677398924331,1,Twitter
2025-12-07 15:28:53.377872,0.2197268906642899,5,19.366041152632437,578.4155743008835,1,YouTube
2025-12-07 15:28:56.377872,0.7570101685347264,3,21.41402902987065,523.3225837714075,1,Twitter
2025-12-07 15:28:59.377872,0.8967710701862937,0,17.894966867051906,355.5217192602579,1,TikTok
2025-12-07 15:29:02.377872,1.0640255740641529,1,10.24602967211121,388.2673404310761,1,TikTok
2025-12-07 15:29:05.377872,0.438539858144083,5,0.5135170447755257,121.1666783445732,1,Instagram
2025-12-07 15:29:08.377872,0.4396003195464372,1,11.176427552996302,450.8410244802293,0,News
2025-12-07 15:29:11.377872,0.7526626732169022,4,20.80597293607453,137.96326939801742,1,TikTok
2025-12-07 15:29:14.377872,0.8101165458478266,3,21.11533096098289,94.71166537717572,1,News
2025-12-07 15:29:17.377872,0.2832229943911034,1,16.121541964835885,591.4130378341474,1,Twitter
2025-12-07 15:29:20.377872,1.0167547096900638,0,10.761943427946502,400.3909416649371,1,News
2025-12-07 15:29:23.377872,0.082297669735435,0,16.074589080671004,277.8523534562145,1,TikTok
2025-12-07 15:29:26.377872,0.7097223063938655,4,29.17546898795941,115.63990625487416,1,Instagram
2025-12-07 15:29:29.377872,0.7296209562027807,4,17.550210635899113,365.1911710481806,1,News
2025-12-07 15:29:32.377872,0.1675215305311855,3,14.701474401462416,103.47279648207451,1,YouTube
2025-12-07 15:29:35.377872,0.8717296726339427,1,20.825107734829373,94.77741698645043,1,News
2025-12-07 15:29:38.377872,1.0399646970180143,2,7.807927471171745,563.0699106693916,1,YouTube
2025-12-07 15:29:41.377872,0.1160138853588195,2,24.973404169447065,197.1570035416408,1,Instagram
2025-12-07 15:29:44.377872,0.4465258360619893,3,25.9208853906052,502.9809983493933,1,Instagram
2025-12-07 15:29:47.377872,0.4560324797886476,0,32.73591313146961,75.4330684028162,1,YouTube
2025-12-07 15:29:50.377872,1.016181087841399,1,19.35650919940215,551.3795813636323,1,TikTok
2025-12-07 15:29:53.377872,0.7606473965523545,1,13.228497058607294,376.22995763085936,1,Instagram
2025-12-07 15:29:56.377872,0.5027613075331828,1,12.123407034943844,410.0528511532458,1,Twitter
2025-12-07 15:29:59.377872,0.6948457882054404,4,13.853491794205372,340.78808592812595,1,News
2025-12-07 15:30:02.377872,0.2573905498092045,6,21.48836535993175,599.2230445243129,1,TikTok
2025-12-07 15:30:05.377872,0.3686784131447786,1,21.356927814929943,176.3276311468153,1,TikTok
2025-12-07 15:30:08.377872,0.3824424256028684,1,14.48157581226389,334.2721762960803,1,News
2025-12-07 15:30:11.377872,0.0920365961015645,1,12.917825411657727,572.9230923727492,0,News
2025-12-07 15:30:14.377872,0.8477788369682755,2,19.067719620910967,385.7185855294763,1,YouTube
2025-12-07 15:30:17.377872,0.7630134554503959,9,106.05589563018056,451.8332718189313,1,TikTok
2025-12-07 15:30:20.377872,0.586033923062752,2,2.1593228770163595,268.74880094990607,1,Instagram
2025-12-07 15:30:23.377872,0.0333914446442706,1,11.172425055558849,338.9793254014557,1,TikTok
2025-12-07 15:30:26.377872,0.1387951392306378,1,13.090702958243511,480.9815256674739,1,Twitter
2025-12-07 15:30:29.377872,0.0850655602224336,1,22.19957755745562,392.2828939594391,1,News
2025-12-07 15:30:32.377872,1.0457124247067466,1,19.8683423723672,86.81252871586881,1,Instagram
2025-12-07 15:30:35.377872,0.751400907534268,6,15.140232776995948,56.09022472006591,0,YouTube
2025-12-07 15:30:38.377872,0.3162171639113051,2,18.97530854206092,35.914663134778564,1,YouTube
2025-12-07 15:30:41.377872,0.664705128756202,4,20.263970463108357,456.07080956573503,1,Twitter
2025-12-07 15:30:44.377872,0.1457247970823059,1,12.248170454700627,290.2468710872645,1,YouTube
2025-12-07 15:30:47.377872,0.2683199122328885,4,22.807142277490417,592.6372850697868,1,Instagram
2025-12-07 15:30:50.377872,0.6973471780988584,2,17.27067887864055,577.4548049619725,1,Twitter
2025-12-07 15:30:53.377872,0.2924696504889066,2,19.588543780840443,381.6736022992302,1,Instagram
