timestamp,scroll_speed,swipe_count,touches_per_minute,session_duration,screen_on_off,active_app
2025-11-18 12:46:13.353556,0.1851250755470068,4,19.274782361564622,202.47119247418544,1,Instagram
2025-11-18 12:46:16.353556,0.9605097906641181,1,25.960727965800924,345.2409445851226,1,Instagram
2025-11-18 12:46:19.353556,0.644762488864222,2,26.618912319029533,116.73400914964053,1,TikTok
2025-11-18 12:46:22.353556,0.33119437598645296,1,18.848809045094058,512.1065516603151,0,TikTok
2025-11-18 12:46:25.353556,0.5131868519815466,4,23.037660783167208,432.51145634199156,0,News
2025-11-18 12:46:28.353556,0.17561488696674737,3,20.75018599194865,545.4692835163092,0,Instagram
2025-11-18 12:46:31.353556,0.9219770395474378,2,18.33168801086254,475.9160252640256,0,Twitter
2025-11-18 12:46:34.353556,0.3928931346604087,1,14.279717023741114,200.86396508357288,1,TikTok
2025-11-18 12:46:37.353556,0.07344315768522192,5,30.100259267945702,85.54862715090317,0,Instagram
2025-11-18 12:46:40.353556,0.7378847160156088,1,22.048152231369986,469.95710294391864,0,Instagram
2025-11-18 12:46:43.353556,0.26955759162068155,5,19.576503082801906,300.3308423992737,1,Twitter
2025-11-18 12:46:46.353556,0.6141441012687645,6,8.886552518348996,205.01291376694667,1,TikTok
2025-11-18 12:46:49.353556,0.3289411454172009,2,11.153553898890388,59.15855824493984,1,Twitter
2025-11-18 12:46:52.353556,0.34300166771239565,1,34.10412741879537,55.86258380759118,0,News
2025-11-18 12:46:55.353556,0.29428613130986236,2,19.06202176421241,524.7318102327517,0,Instagram
2025-11-18 12:46:58.353556,0.01564290325396739,3,14.719877055081994,241.15965747722134,0,Instagram
2025-11-18 12:47:01.353556,0.27852974866744196,2,16.09839439811413,597.0280146594723,1,TikTok
2025-11-18 12:47:04.353556,0.6418838855203722,2,32.28585307249411,574.9588317671161,0,YouTube
2025-11-18 12:47:07.353556,0.8311755937891662,0,28.27735869663639,164.69619020382012,1,Instagram
2025-11-18 12:47:10.353556,0.9743631738580801,0,18.193955699040814,318.37271186066755,0,News
2025-11-18 12:47:13.353556,0.4859079313779681,1,25.516793681693656,183.29096041452797,0,YouTube
2025-11-18 12:47:16.353556,0.6194578927083405,4,26.528932890885347,61.83849716560445,1,News
2025-11-18 12:47:19.353556,1.0439664019104045,3,26.650969893999374,111.19989185371803,1,Instagram
